brand,offset_s,peak,verdict,video_dur,audio_dur,onset_s,source,status
NOMAD-1316,5.016,0.652,confirmed,242.071,232.04,12.75,measured,active
NOMAD-1317,5.016,0.794,confirmed,255.371,245.34,11.95,measured,active
NOMAD-1318,8.015,0.712,confirmed,249.271,236.278,0.35,measured,active
NOMAD-1319,5.016,0.687,confirmed,207.564,196.401,18.3,measured,active
NOMAD-1320,5.016,0.618,confirmed,272.531,260.981,11.35,measured,active
NOMAD-1321,5.016,0.743,confirmed,265.297,253.761,16.0,measured,active
NOMAD-1322,5.016,0.711,confirmed,295.164,283.641,18.95,measured,active
NOMAD-1323,5.016,0.905,confirmed,284.797,273.301,26.7,measured,active
NOMAD-1324,5.016,0.747,confirmed,210.578,200.547,3.25,measured,active
NOMAD-1325,5.016,0.979,confirmed,246.797,236.578,10.85,measured,active
NOMAD-1326,8.015,0.701,confirmed,287.868,274.861,0.7,measured,active
NOMAD-1327,5.016,0.675,confirmed,329.397,317.761,24.65,measured,active
NOMAD-1328,5.016,0.866,confirmed,233.465,223.434,4.3,measured,active
NOMAD-1329,5.016,0.865,confirmed,217.331,205.801,8.85,measured,active
NOMAD-1330,8.015,0.763,confirmed,289.631,276.261,1.5,measured,active
NOMAD-1331,5.016,0.844,confirmed,253.564,240.441,1.45,measured,active
NOMAD-1332,5.016,0.843,confirmed,217.153,207.125,1.3,measured,active
NOMAD-1333,5.016,0.87,confirmed,288.264,276.841,7.55,measured,active
NOMAD-1334,5.016,0.828,confirmed,318.331,306.73,17.05,measured,active
NOMAD-1335,5.016,0.973,confirmed,245.264,233.6,8.9,measured,active
NOMAD-1336,8.015,0.877,confirmed,248.364,234.483,2.7,measured,active
NOMAD-1337,8.015,0.876,confirmed,382.031,369.0,1.55,measured,active
NOMAD-1338,5.016,0.917,confirmed,135.564,124.273,1.6,measured,active
NOMAD-1339,8.015,0.772,confirmed,254.031,240.844,1.15,measured,active
NOMAD-1340,5.016,0.832,confirmed,430.597,419.04,11.25,measured,active
NOMAD-1341,5.016,0.88,confirmed,236.797,226.067,11.2,measured,active
NOMAD-1342,5.016,0.825,confirmed,310.831,299.081,26.3,measured,active
NOMAD-1343,5.016,0.834,confirmed,160.197,148.992,5.3,measured,active
NOMAD-1344,5.016,0.933,confirmed,233.464,222.6,9.95,measured,active
NOMAD-1345,5.016,0.89,confirmed,313.431,303.413,0.35,measured,active
NOMAD-1346,8.015,0.477,confirmed,44.331,30.772,0.15,measured,active
NOMAD-1347,8.015,0.876,confirmed,191.731,177.848,0.2,measured,active
NOMAD-1348,8.015,0.872,confirmed,217.864,204.8,1.95,measured,active
NOMAD-1349,5.016,0.988,confirmed,301.131,289.501,35.55,measured,active
NOMAD-1350,5.016,0.844,confirmed,334.464,322.981,36.2,measured,active
NOMAD-1351,8.015,0.595,confirmed,232.564,219.361,0.8,measured,active
NOMAD-1352,5.016,0.744,confirmed,235.197,224.52,4.3,measured,active
NOMAD-1353,5.016,0.92,confirmed,222.231,211.385,6.15,measured,active
NOMAD-1354,5.016,0.917,confirmed,221.631,211.493,5.8,measured,active
NOMAD-1355,5.016,0.955,confirmed,234.364,224.0,0.25,measured,active
NOMAD-1356,5.016,0.925,confirmed,289.131,277.6,10.0,measured,active
NOMAD-1357,5.016,0.986,confirmed,163.764,152.267,1.3,measured,active
NOMAD-1358,5.016,0.819,confirmed,150.831,138.101,5.55,measured,active
NOMAD-1359,5.016,0.971,confirmed,315.531,305.027,0.4,measured,active
NOMAD-1360,8.015,0.95,confirmed,178.464,164.321,0.0,measured,active
NOMAD-1361,5.016,0.711,confirmed,232.097,221.933,10.4,measured,active
NOMAD-1362,8.015,0.917,confirmed,143.797,130.0,2.0,measured,active
NOMAD-1363,5.016,0.944,confirmed,229.797,218.881,12.8,measured,active
NOMAD-1364,8.015,0.868,confirmed,199.998,186.986,1.4,measured,active
NOMAD-1365,5.016,0.904,confirmed,332.397,321.467,13.7,measured,active
NOMAD-1366,5.016,0.97,confirmed,323.631,310.821,13.8,measured,active
NOMAD-1367,8.015,0.71,confirmed,315.131,301.12,0.5,measured,active
NOMAD-1368,5.016,0.91,confirmed,230.397,220.213,10.6,measured,active
NOMAD-1369,5.016,0.979,confirmed,328.331,317.92,10.5,measured,active
NOMAD-1370,8.015,0.761,confirmed,183.464,168.901,0.0,measured,active
NOMAD-1371,5.016,0.816,confirmed,220.864,209.827,9.4,measured,active
NOMAD-1372,5.016,0.963,confirmed,235.567,225.542,2.1,measured,active
NOMAD-1373,5.016,0.848,confirmed,263.831,253.547,9.6,measured,active
NOMAD-1374,5.016,0.914,confirmed,230.364,218.081,6.7,measured,active
NOMAD-1375,5.016,0.832,confirmed,295.431,282.641,16.85,measured,active
NOMAD-1376,8.015,0.866,confirmed,193.997,180.281,0.4,measured,active
NOMAD-1377,5.016,0.765,confirmed,249.707,239.693,0.55,measured,active
NOMAD-1378,5.016,0.923,confirmed,192.702,182.68,10.3,measured,active
NOMAD-1379,5.016,0.887,confirmed,242.097,231.6,4.6,measured,active
NOMAD-1380,5.016,0.857,confirmed,344.964,332.001,1.2,measured,active
NOMAD-1381,5.016,0.837,confirmed,207.697,194.781,0.15,measured,active
NOMAD-1382,5.016,0.951,confirmed,310.497,299.8,2.35,measured,active
NOMAD-1383,5.016,0.805,confirmed,240.964,230.627,2.8,measured,active
NOMAD-1384,5.016,0.744,confirmed,358.431,345.501,10.1,measured,active
NOMAD-1385,5.016,0.593,confirmed,170.464,159.568,1.05,measured,active
NOMAD-1386,5.016,0.568,confirmed,189.264,178.507,4.7,measured,active
NOMAD-1387,5.016,0.71,confirmed,260.431,249.0,1.15,measured,active
NOMAD-1388,5.016,0.923,confirmed,207.364,197.16,7.25,measured,active
NOMAD-1389,5.016,0.931,confirmed,230.697,219.88,20.5,measured,active
NOMAD-1390,8.015,0.695,confirmed,193.997,180.975,0.6,measured,active
NOMAD-1391,5.016,0.78,confirmed,232.931,220.056,4.25,measured,active
NOMAD-1392,5.016,0.875,confirmed,186.697,176.56,6.3,measured,active
NOMAD-1393,5.016,0.901,confirmed,243.864,232.394,4.85,measured,active
NOMAD-1394,5.016,0.859,confirmed,399.631,386.881,2.1,measured,active
NOMAD-1395,5.016,0.966,confirmed,223.197,212.84,1.6,measured,active
NOMAD-1396,5.016,0.859,confirmed,135.464,124.92,10.6,measured,active
NOMAD-1397,5.016,0.897,confirmed,228.097,215.221,0.2,measured,active
NOMAD-1398,5.016,0.882,confirmed,243.931,232.467,8.2,measured,active
NOMAD-1399,5.016,0.94,confirmed,80.631,70.427,0.25,measured,active
NOMAD-1400,5.016,0.935,confirmed,220.497,207.701,10.95,measured,active
NOMAD-1401,5.016,0.766,confirmed,298.364,285.561,0.5,measured,active
NOMAD-1402,5.016,0.546,confirmed,181.431,171.0,4.3,measured,active
NOMAD-1403,5.016,0.793,confirmed,263.477,253.453,4.2,measured,active
NOMAD-1404,5.016,0.781,confirmed,211.897,201.36,2.75,measured,active
NOMAD-1405,5.016,0.94,confirmed,322.164,309.481,2.85,measured,active
NOMAD-1406,8.015,0.892,confirmed,241.131,227.11,0.4,measured,active
NOMAD-1407,5.016,0.748,confirmed,313.131,302.408,6.5,measured,active
NOMAD-1408,5.016,0.66,confirmed,183.364,173.333,10.75,measured,active
NOMAD-1409,5.016,0.602,confirmed,266.231,254.869,11.75,measured,active
NOMAD-1410,5.016,0.947,confirmed,157.931,146.667,0.9,measured,active
NOMAD-1411,5.016,0.901,confirmed,170.331,158.933,7.95,measured,active
NOMAD-1412,5.016,0.928,confirmed,276.397,264.867,4.15,measured,active
NOMAD-1413,5.016,0.907,confirmed,221.597,210.267,3.4,measured,active
NOMAD-1414,5.016,0.97,confirmed,292.131,281.573,19.95,measured,active
NOMAD-1415,5.016,0.909,confirmed,251.634,241.627,6.0,measured,active
NOMAD-1416,8.015,0.945,confirmed,145.964,131.761,0.05,measured,active
NOMAD-1417,5.016,0.959,confirmed,335.164,324.467,0.35,measured,active
NOMAD-1418,5.016,0.818,confirmed,270.697,257.781,1.1,measured,active
NOMAD-1419,8.015,0.77,confirmed,221.331,207.413,0.45,measured,active
NOMAD-1420,5.016,0.917,confirmed,290.631,279.56,0.2,measured,active
NOMAD-1421,5.016,0.979,confirmed,206.897,194.021,0.5,measured,active
NOMAD-1422,5.016,0.803,confirmed,358.497,345.757,7.1,measured,active
NOMAD-1423,5.016,0.879,confirmed,198.664,187.84,6.9,measured,active
NOMAD-1424,5.016,0.904,confirmed,213.197,202.491,3.95,measured,active
NOMAD-1425,5.016,0.916,confirmed,194.864,183.253,0.6,measured,active
NOMAD-1426,5.016,0.843,confirmed,215.764,204.88,21.0,measured,active
NOMAD-1427,5.016,0.656,confirmed,257.031,247.013,7.55,measured,active
NOMAD-1428,5.016,0.942,confirmed,218.931,208.907,26.05,measured,active
NOMAD-1429,5.016,0.881,confirmed,204.031,193.16,0.95,measured,active
NOMAD-1430,5.016,0.902,confirmed,209.231,196.521,0.3,measured,active
NOMAD-1431,8.015,0.753,confirmed,241.771,228.761,1.7,measured,active
NOMAD-1432,5.016,0.801,confirmed,247.031,236.733,1.0,measured,active
NOMAD-1433,5.016,0.898,confirmed,206.597,195.893,10.75,measured,active
NOMAD-1434,8.015,0.855,confirmed,254.197,240.236,0.55,measured,active
NOMAD-1435,5.016,0.876,confirmed,89.977,79.96,11.1,measured,active
NOMAD-1436,5.016,0.676,confirmed,166.764,155.648,8.1,measured,active
NOMAD-1437,5.016,0.832,confirmed,505.031,494.187,5.6,measured,active
NOMAD-1438,5.016,0.691,confirmed,260.631,247.979,3.8,measured,active
NOMAD-1439,8.015,0.936,confirmed,282.297,267.92,0.2,measured,active
NOMAD-1440,8.015,0.968,confirmed,331.664,317.617,3.6,measured,active
NOMAD-1441,5.016,0.909,confirmed,215.131,204.44,7.7,measured,active
NOMAD-1442,8.015,0.889,confirmed,130.131,115.8,1.75,measured,active
NOMAD-1443,5.016,0.914,confirmed,264.831,253.64,0.2,measured,active
NOMAD-1444,5.016,0.952,confirmed,234.452,224.427,8.6,measured,active
NOMAD-1445,5.016,0.937,confirmed,264.764,253.307,1.55,measured,active
NOMAD-1446,5.016,0.523,confirmed,193.531,183.107,2.1,measured,active
NOMAD-1447,5.016,0.934,confirmed,312.831,302.267,2.2,measured,active
NOMAD-1448,5.016,0.667,confirmed,200.997,189.387,13.7,measured,active
NOMAD-1449,5.016,0.755,confirmed,572.364,559.581,0.4,measured,active
NOMAD-1450,5.016,0.721,confirmed,342.897,331.994,9.5,measured,active
NOMAD-1451,5.016,0.849,confirmed,152.997,142.387,2.75,measured,active
NOMAD-1452,5.016,0.815,confirmed,205.097,192.421,2.1,measured,active
NOMAD-1453,5.016,0.955,confirmed,144.664,133.293,6.6,measured,active
NOMAD-1454,5.016,0.973,confirmed,267.464,256.76,10.25,measured,active
NOMAD-1455,5.016,0.99,confirmed,256.897,244.101,0.4,measured,active
NOMAD-1456,5.016,0.985,confirmed,183.364,171.827,27.95,measured,active
NOMAD-1457,5.016,0.973,confirmed,380.397,369.573,23.35,measured,active
NOMAD-1458,8.015,0.941,confirmed,219.064,204.792,0.95,measured,active
NOMAD-1459,8.015,0.808,confirmed,224.564,210.933,0.15,measured,active
NOMAD-1460,5.016,0.909,confirmed,271.097,258.121,11.2,measured,active
NOMAD-1461,5.016,0.96,confirmed,271.931,260.373,9.85,measured,active
NOMAD-1462,5.016,0.934,confirmed,360.497,350.467,13.3,measured,active
NOMAD-1463,5.016,0.912,confirmed,267.931,256.76,3.7,measured,active
NOMAD-1464,5.016,0.893,confirmed,238.197,226.933,13.75,measured,active
NOMAD-1465,5.016,0.933,confirmed,259.464,249.44,16.2,measured,active
NOMAD-1466,5.016,0.558,confirmed,313.631,302.214,12.1,measured,active
NOMAD-1467,5.016,0.883,confirmed,191.297,178.761,3.25,measured,active
NOMAD-1468,8.015,0.791,confirmed,223.697,210.463,1.65,measured,active
NOMAD-1469,5.016,0.777,confirmed,295.197,282.641,0.2,measured,active
NOMAD-1470,5.016,0.914,confirmed,282.364,272.347,34.7,measured,active
NOMAD-1471,5.016,0.777,confirmed,295.197,282.641,0.2,measured,active
NOMAD-1472,5.016,0.835,confirmed,182.397,171.187,1.05,measured,active
NOMAD-1473,5.016,0.928,confirmed,279.631,269.6,2.3,measured,active
NOMAD-1474,8.015,0.858,confirmed,253.664,239.68,0.75,measured,active
NOMAD-1475,5.016,0.997,confirmed,263.997,253.507,19.7,measured,active
NOMAD-1476,5.016,0.928,confirmed,180.164,169.0,0.0,measured,active
NOMAD-1477,5.016,0.819,confirmed,318.164,306.867,20.6,measured,active
NOMAD-1478,5.016,0.647,confirmed,278.664,267.813,13.1,measured,active
NOMAD-1479,5.016,0.932,confirmed,287.231,276.773,0.25,measured,active
NOMAD-1480,5.016,0.915,confirmed,276.031,264.827,0.35,measured,active
NOMAD-1481,8.015,0.896,confirmed,269.664,255.507,0.3,measured,active
NOMAD-1482,5.016,0.9,confirmed,235.631,225.573,3.1,measured,active
NOMAD-1483,5.016,0.84,confirmed,221.831,209.061,17.95,measured,active
NOMAD-1484,5.016,0.892,confirmed,266.431,255.08,0.15,measured,active
NOMAD-1485,5.016,0.933,confirmed,252.964,240.021,1.35,measured,active
NOMAD-1486,5.016,0.991,confirmed,286.397,275.862,1.85,measured,active
NOMAD-1487,5.016,0.878,confirmed,249.631,237.061,3.3,measured,active
NOMAD-1488,5.016,0.514,confirmed,233.131,222.32,11.6,measured,active
NOMAD-1489,8.015,0.788,confirmed,261.197,246.988,0.0,measured,active
NOMAD-1490,5.016,0.77,confirmed,234.364,224.0,7.05,measured,active
NOMAD-1491,5.016,0.767,confirmed,263.331,252.92,10.85,measured,active
NOMAD-1492,5.016,0.814,confirmed,243.897,233.133,16.95,measured,active
NOMAD-1493,8.015,0.803,confirmed,254.097,240.747,0.25,measured,active
NOMAD-1494,5.016,0.81,confirmed,275.964,263.314,0.35,measured,active
NOMAD-1495,5.016,0.744,confirmed,241.831,228.901,3.4,measured,active
NOMAD-1496,5.016,0.922,confirmed,340.697,330.4,0.45,measured,active
NOMAD-1497,5.016,0.848,confirmed,166.364,153.381,14.55,measured,active
NOMAD-1498,8.015,0.905,confirmed,355.797,341.221,0.3,measured,active
NOMAD-1499,5.016,0.851,confirmed,239.264,226.981,0.1,measured,active
NOMAD-1500,5.016,0.944,confirmed,312.931,302.68,1.05,measured,active
NOMAD-1501,5.016,0.915,confirmed,203.731,192.933,0.55,measured,active
NOMAD-1502,5.016,0.686,confirmed,178.497,165.504,0.65,measured,active
NOMAD-1503,5.016,0.912,confirmed,209.497,198.027,10.55,measured,active
NOMAD-1504,8.015,0.886,confirmed,244.497,230.2,0.35,measured,active
NOMAD-1505,5.016,0.979,confirmed,333.531,322.067,28.65,measured,active
NOMAD-1506,5.016,0.701,confirmed,181.364,168.721,1.9,measured,active
NOMAD-1507,5.016,0.973,confirmed,418.364,405.541,9.7,measured,active
